Date,Stock,Quater,"Revenue(RM,000)","Net_Profit(RM,000)",Earning_Per_Share (Cent),Dividend
28-May-19,TUNEPRO,1st Quarter Report,"126,665","18,342",2.44,3
28-May-19,GCB,1st Quarter Report,"648,074","53,140",11.12,1.5
28-May-19,SOLUTN,1st Quarter Report,"3,616",-547,-0.18,0
28-May-19,DNONCE,1st Quarter Report,"41,756","-1,394",-0.56,0
28-May-19,AMLEX,2nd Quarter Report,"18,476",0,0.11,0
28-May-19,BOILERM,4th Quarter Report,"72,262","10,317",2,2
28-May-19,RCECAP,4th Quarter Report,"67,395","23,727",6.94,5
28-May-19,ADVCON,1st Quarter Report,"72,332","2,025",0.5,0
28-May-19,MALTON,3rd Quarter Report,"193,892","6,006",2.34,0
28-May-19,MERCURY,1st Quarter Report,"38,731","1,977",4.92,0
28-May-19,SIGGAS,1st Quarter Report,"18,240",253,0.13,0.5
28-May-19,MELEWAR,3rd Quarter Report,"156,487","-10,031",-2.79,0
28-May-19,KSTAR,1st Quarter Report,"29,383",-100,-0.02,0
28-May-19,TAANN,1st Quarter Report,"178,923","8,076",1.83,0
28-May-19,ASIAPAC,4th Quarter Report,"55,708","41,453",4,0
28-May-19,CHINWEL,3rd Quarter Report,"173,024","12,321",4.19,0
28-May-19,PETDAG,1st Quarter Report,"7,085,905","291,196",29.3,15
28-May-19,TALIWRK,1st Quarter Report,"88,874","11,650",0.58,1.2
28-May-19,ANNJOO,1st Quarter Report,"538,124","-6,598",-1.22,1.25
28-May-19,BIPORT,1st Quarter Report,"178,384","39,496",8.59,0
28-May-19,GPACKET,1st Quarter Report,"97,935","-13,884",-1.5,0
28-May-19,SYSCORP,3rd Quarter Report,"135,622","-14,953",-1.27,0
28-May-19,DOLMITE,3rd Quarter Report,"6,375","-5,389",-1.89,0
28-May-19,ABLEGRP,1st Quarter Report,"1,429",-266,-0.1,0
28-May-19,COMPUGT,1st Quarter Report,"3,363","-1,383",-0.06,0
28-May-19,CABNET,1st Quarter Report,"13,269",449,0.25,0
28-May-19,ACOSTEC,1st Quarter Report,"4,575",215,0.1,0
28-May-19,BORNOIL,3rd Quarter Report,"22,737",482,0.01,0
28-May-19,SCABLE,1st Quarter Report,"181,763","-5,693",-1.8,0
28-May-19,YNHPROP,1st Quarter Report,"74,796","7,279",1.38,0
28-May-19,PINEAPP,1st Quarter Report,"13,971",-163,-0.34,0
28-May-19,CME,3rd Quarter Report,"4,107","-1,388",-0.24,0
28-May-19,YILAI,1st Quarter Report,"26,941","-1,837",-1.26,0
28-May-19,INTA,1st Quarter Report,"98,575","5,991",1.12,0
28-May-19,PARAGON,1st Quarter Report,"11,643","-1,582",-2.45,0
28-May-19,SMI,1st Quarter Report,"13,977","-3,455",-1.65,0
28-May-19,MAGNUM,1st Quarter Report,"756,246","60,007",4.22,4
28-May-19,SCNWOLF,3rd Quarter Report,"8,908","-2,438",-2.55,0
28-May-19,EIG,4th Quarter Report,"40,263","1,535",0.92,0
28-May-19,FITTERS,1st Quarter Report,"69,781","2,463",0.52,0
28-May-19,MMCCORP,1st Quarter Report,"1,143,234","53,515",1.8,0
28-May-19,AASIA,1st Quarter Report,"5,088","-1,264",-0.19,0
28-May-19,PINEPAC,3rd Quarter Report,"4,043","-7,495",-5,0
28-May-19,NPC,1st Quarter Report,"51,850","-2,857",-2.44,0
28-May-19,PUC,1st Quarter Report,"12,859","1,777",0.09,0
28-May-19,MERGE,4th Quarter Report,"16,480","-2,602",-3.88,0
28-May-19,PADINI,3rd Quarter Report,"474,188","34,654",5.27,4
28-May-19,LATITUD,3rd Quarter Report,"152,035","-2,066",-2.13,0
28-May-19,KIALIM,1st Quarter Report,"10,827",-726,-1.17,0
28-May-19,TAMBUN,1st Quarter Report,"35,322","10,147",2.34,0
28-May-19,YONGTAI,3rd Quarter Report,"40,061","-5,255",-1.08,0
28-May-19,CCK,1st Quarter Report,"155,270","7,396",1.17,0
28-May-19,PRTASCO,1st Quarter Report,"166,283","1,229",0.25,0.6
28-May-19,PWROOT,4th Quarter Report,"79,603","4,961",1.3,2.9
28-May-19,ZECON,3rd Quarter Report,"112,804","5,730",4.37,0
28-May-19,TDM,1st Quarter Report,"104,756","-4,912",-0.29,0
28-May-19,T7GLOBAL,1st Quarter Report,"56,266",219,0.27,0
28-May-19,HLFG,3rd Quarter Report,"1,307,705","463,415",40.5,29
28-May-19,AMBANK,4th Quarter Report,"2,333,984","459,667",15.28,15
28-May-19,PETGAS,1st Quarter Report,"1,367,590","515,461",26.05,16
28-May-19,HLBANK,3rd Quarter Report,"1,166,816","633,898",30.98,0
28-May-19,HLCAP,3rd Quarter Report,"78,270","20,433",8.47,0
28-May-19,FREIGHT,3rd Quarter Report,"128,357","2,822",1.01,1
28-May-19,TENAGA,1st Quarter Report,"13,244,800","1,556,800",27.38,0
27-May-19,AHB,Other,"3,993",308,0.17,0
27-May-19,AMPROP,4th Quarter Report,"49,407","14,652",2.48,3
27-May-19,TURBO,1st Quarter Report,"7,890",-780,-0.72,0
27-May-19,REVENUE,3rd Quarter Report,"15,517","2,538",1.14,0
27-May-19,HIBISCS,3rd Quarter Report,"226,121","55,181",3.47,0
27-May-19,MESB,Other,"50,889","1,022",1.25,0
27-May-19,M&G,Other,"46,526","-11,114",-1.54,0
27-May-19,KTC,3rd Quarter Report,"155,729","3,730",0.73,0
27-May-19,OSK,1st Quarter Report,"263,868","91,355",4.4,0
27-May-19,OCB,1st Quarter Report,"58,588",-209,-0.2,0
27-May-19,YGL,1st Quarter Report,850,-370,-0.16,0
27-May-19,KIMHIN,1st Quarter Report,"83,839","-8,898",-6.34,0
27-May-19,PMBTECH,1st Quarter Report,"96,769","1,662",1.06,0
27-May-19,PMETAL,1st Quarter Report,"2,171,253","115,107",2.89,1.25
27-May-19,IOIPG,3rd Quarter Report,"487,739","194,700",3.54,0
27-May-19,NGGB,3rd Quarter Report,"3,911",46,0.01,0
27-May-19,HEXTAR,1st Quarter Report,"17,578",-273,-0.26,0
27-May-19,MKLAND,3rd Quarter Report,"51,655",532,0.04,0
27-May-19,FLBHD,1st Quarter Report,"37,855","1,756",1.72,5
27-May-19,DELEUM,1st Quarter Report,"127,502","2,813",0.7,0
27-May-19,CAMRES,1st Quarter Report,"49,594",564,0.29,0
27-May-19,LEESK,1st Quarter Report,"24,570","2,211",1.36,0
27-May-19,OPENSYS,1st Quarter Report,"14,740","1,529",0.51,0.5
27-May-19,MALAKOF,1st Quarter Report,"2,007,345","67,004",1.37,0
27-May-19,TSH,1st Quarter Report,"207,593","13,544",0.98,0
27-May-19,MGB,1st Quarter Report,"203,602","3,106",0.63,0
27-May-19,BIOHLDG,1st Quarter Report,"12,482",858,0.1,0
27-May-19,REACH,1st Quarter Report,"50,774","-12,881",-0.01,0
27-May-19,BIG,3rd Quarter Report,"9,967",579,1.2,0
27-May-19,SIGN,3rd Quarter Report,"35,322",349,0.2,0
27-May-19,SDRED,4th Quarter Report,"60,667","9,099",2.14,2
27-May-19,GMUTUAL,1st Quarter Report,"11,054","1,037",0.28,0
27-May-19,TGL,3rd Quarter Report,"18,472",657,1.61,0
27-May-19,AWC,3rd Quarter Report,"88,857","6,931",2.37,0.5
27-May-19,SALUTE,3rd Quarter Report,"19,380","-3,068",-0.79,0.6
27-May-19,UMS,2nd Quarter Report,"17,903",652,1.6,0
27-May-19,PTB,1st Quarter Report,"33,815",-368,-0.2,0
27-May-19,AEM,1st Quarter Report,"14,163",-154,-0.05,0
27-May-19,QES,1st Quarter Report,"39,883","1,833",0.24,0
27-May-19,PDZ,1st Quarter Report,"1,040",-437,-0.06,0
27-May-19,ECONBHD,3rd Quarter Report,"138,260","21,745",1.63,0
27-May-19,ECM,1st Quarter Report,"5,645",273,0.05,0
27-May-19,WCT,1st Quarter Report,"514,649","40,323",2.92,0
27-May-19,DBE,1st Quarter Report,"28,283",-155,-0.01,0
27-May-19,JIANKUN,1st Quarter Report,"6,817",975,0.58,0
27-May-19,MNC,Other,"9,589",-162,-0.04,0
27-May-19,GPA,4th Quarter Report,"7,339","-1,181",-0.12,0
27-May-19,ENCORP,1st Quarter Report,"40,305","-3,454",-1.17,0
27-May-19,UTUSAN,1st Quarter Report,"26,747","-8,047",-7.27,0
27-May-19,MIKROMB,3rd Quarter Report,"10,734",928,0.22,0.3
27-May-19,ELSOFT,1st Quarter Report,"10,110","4,890",0.73,1
27-May-19,TONGHER,1st Quarter Report,"170,560","4,585",2.97,12
27-May-19,DGSB,Other,"18,402",612,0.08,0
27-May-19,TRC,1st Quarter Report,"195,743","13,035",2.71,0
27-May-19,GDEX,3rd Quarter Report,"77,969","5,425",0.1,0
27-May-19,OKA,4th Quarter Report,"31,549","2,568",1.05,1.9
27-May-19,UCHITEC,1st Quarter Report,"35,086","15,934",3.55,0
27-May-19,MARCO,1st Quarter Report,"35,389","3,624",0.34,0
27-May-19,PPHB,1st Quarter Report,"47,548","4,658",2.47,0
27-May-19,TAFI,1st Quarter Report,"8,993",-131,-0.17,0
27-May-19,THPLANT,1st Quarter Report,"115,283","-8,091",-0.92,0
27-May-19,FIHB,3rd Quarter Report,"41,277","1,899",1.8,0
27-May-19,HARISON,1st Quarter Report,"466,488","7,494",10.94,0
27-May-19,RHBBANK,1st Quarter Report,"3,348,547","630,186",15.72,0
27-May-19,KPSCB,1st Quarter Report,"251,453","4,266",2.89,0
27-May-19,ARMADA,1st Quarter Report,"491,608","62,213",1.06,0
24-May-19,HHHCORP,1st Quarter Report,"15,184","1,667",0.5,0
24-May-19,PA,3rd Quarter Report,"39,889",605,0.03,0
24-May-19,MFLOUR,1st Quarter Report,"635,171","19,873",2.41,0
24-May-19,BCMALL,1st Quarter Report,"28,012","2,952",0.7,0
24-May-19,PMCORP,3rd Quarter Report,"15,477",-695,-0.1,0
24-May-19,KENANGA,1st Quarter Report,"156,640","7,786",1.11,1.1
24-May-19,HUAAN,1st Quarter Report,"237,627","-4,187",-0.37,0
24-May-19,AIM,1st Quarter Report,978,-971,-0.4,0
24-May-19,E&O,4th Quarter Report,"249,985","38,215",2.84,3
24-May-19,GENP,1st Quarter Report,"621,696","41,684",5.16,0
24-May-19,HWATAI,1st Quarter Report,"15,324","-1,047",-1.4,0
24-May-19,JFTECH,3rd Quarter Report,"4,700",100,0.05,0
24-May-19,FPI,1st Quarter Report,"142,885","7,957",3.2,0
24-May-19,PTARAS,3rd Quarter Report,"98,164","4,920",3,8
24-May-19,MASTER,1st Quarter Report,"47,523","3,097",5.67,0
24-May-19,MANULFE,1st Quarter Report,"344,446","7,483",3.7,0
24-May-19,AISB,1st Quarter Report,498,-800,-0.58,0
24-May-19,REXIT,3rd Quarter Report,"5,644","2,035",1.12,0
24-May-19,EITA,2nd Quarter Report,"67,459","6,429",4.95,0
24-May-19,EMICO,4th Quarter Report,"15,065","2,004",1.99,0
24-May-19,MGRC,3rd Quarter Report,"6,610",-958,-0.93,0
24-May-19,WELLCAL,2nd Quarter Report,"41,607","8,107",1.63,1.4
24-May-19,ESAFE,1st Quarter Report,"25,792",-693,-0.29,0
24-May-19,KOSSAN,1st Quarter Report,"561,468","58,723",4.59,0
24-May-19,SALCON,1st Quarter Report,"32,442","-1,830",-0.22,0
24-May-19,KHIND,1st Quarter Report,"77,767",-612,-1.53,0
24-May-19,LEWEKO,3rd Quarter Report,"9,205","-16,487",-5.12,0
24-May-19,APM,1st Quarter Report,"367,609","9,779",5,0
24-May-19,MPI,3rd Quarter Report,"330,108","16,767",8.82,17
24-May-19,CHOOBEE,1st Quarter Report,"121,423",-490,-0.37,0
24-May-19,HARBOUR,3rd Quarter Report,"148,519","2,872",0.72,0
24-May-19,BCB,3rd Quarter Report,"100,930","3,869",0.97,0
24-May-19,THRIVEN,1st Quarter Report,"99,589","13,758",2.67,0
24-May-19,TFP,1st Quarter Report,"32,787",-471,-0.23,0
24-May-19,PLENITU,3rd Quarter Report,"36,949","6,431",1.7,0
24-May-19,MINDA,1st Quarter Report,"23,503","-3,260",-0.26,0
24-May-19,PECCA,3rd Quarter Report,"34,663","4,538",2.47,0
24-May-19,ORNA,1st Quarter Report,"79,458","2,114",2.85,0
24-May-19,HENGYUAN,1st Quarter Report,"2,959,957","21,572",7.19,0
24-May-19,EVERGRN,1st Quarter Report,"245,719","-10,567",-1.25,0
24-May-19,INNITY,1st Quarter Report,"25,220","-1,042",-0.75,0
24-May-19,TECFAST,1st Quarter Report,"6,398",498,0.22,0
24-May-19,CAREPLS,1st Quarter Report,"85,149",363,0.07,0
24-May-19,HEVEA,1st Quarter Report,"106,001","2,029",0.36,0
24-May-19,CHGP,4th Quarter Report,"39,568",177,0.06,0
24-May-19,PANSAR,4th Quarter Report,"84,817","3,530",1.16,0
24-May-19,ENGTEX,1st Quarter Report,"274,248",118,0.03,0
24-May-19,IBRACO,1st Quarter Report,"59,398","3,294",0.66,1.5
24-May-19,NAIM,1st Quarter Report,"141,633","1,698",0.34,0
24-May-19,CSCSTEL,1st Quarter Report,"331,193","4,607",1.25,0
24-May-19,ARREIT,1st Quarter Report,"23,801",0,1.59,1.5
24-May-19,GLOTEC,3rd Quarter Report,"53,457","3,191",1.19,0
24-May-19,MCLEAN,1st Quarter Report,"13,501","-1,619",-0.91,0
24-May-19,MISC,1st Quarter Report,"2,277,700","510,500",11.4,7
24-May-19,ALAM,1st Quarter Report,"27,611","-4,415",-0.5,0
24-May-19,PIE,1st Quarter Report,"151,652",777,0.2,0
24-May-19,CJCEN,1st Quarter Report,"127,096","-1,797",-0.46,0
24-May-19,WMG,1st Quarter Report,"7,656","-4,904",-0.89,0
24-May-19,CHEETAH,3rd Quarter Report,"26,634","-1,443",-1.26,0
24-May-19,TIMECOM,1st Quarter Report,"262,542","63,132",10.82,0
24-May-19,RGTECH,1st Quarter Report,"13,820",569,0.11,0
24-May-19,PCHEM,1st Quarter Report,"4,130,000","802,000",10,0
23-May-19,DEGEM,1st Quarter Report,"33,869",503,0.38,0
23-May-19,GENTING,1st Quarter Report,"5,572,801","561,640",14.59,0
23-May-19,GENM,1st Quarter Report,"2,735,580","268,289",4.75,0
23-May-19,INSAS,3rd Quarter Report,"37,121","28,543",4.31,0
23-May-19,HEIM,1st Quarter Report,"525,140","52,806",17.48,0
23-May-19,CARIMIN,3rd Quarter Report,"94,684","2,131",0.91,0
23-May-19,PELIKAN,1st Quarter Report,"217,633","1,901",0.35,0
23-May-19,PTRANS,1st Quarter Report,"28,471","8,449",0.59,0.25
23-May-19,GNB,3rd Quarter Report,0,-75,-0.03,0
23-May-19,WCEHB,4th Quarter Report,"266,573",-371,-0.04,0
23-May-19,PESTECH,3rd Quarter Report,"222,061","21,590",2.82,0
23-May-19,GLBHD,3rd Quarter Report,"4,479","-4,725",-2.2,0
23-May-19,PMHLDG,3rd Quarter Report,"1,935",-434,-0.05,0
23-May-19,D&O,1st Quarter Report,"113,055","6,040",0.55,0
23-May-19,EFFICEN,1st Quarter Report,835,"-1,714",-0.24,0
23-May-19,LYC,4th Quarter Report,"2,470","-2,253",-0.69,0
23-May-19,MBMR,1st Quarter Report,"532,450","49,655",12.7,0
23-May-19,ALLIANZ,1st Quarter Report,"1,344,295","98,917",55.97,0
23-May-19,FOCUSP,1st Quarter Report,"45,734","2,149",1.3,0
23-May-19,INARI,3rd Quarter Report,"256,322","38,188",1.2,1
23-May-19,PICORP,1st Quarter Report,"25,552",419,0.06,0
23-May-19,BHIC,1st Quarter Report,"36,295","-4,298",-1.73,0
23-May-19,AMVERTON,1st Quarter Report,"22,802",912,0.25,0
23-May-19,MI,1st Quarter Report,"29,483","6,870",1.37,0
23-May-19,NOTION,2nd Quarter Report,"53,057","-4,191",-1.26,0
23-May-19,TEXCYCL,1st Quarter Report,"7,956","1,155",0.45,0
23-May-19,SCOPE,3rd Quarter Report,"3,520","-1,785",-0.32,0
23-May-19,YKGI,1st Quarter Report,"51,285","-2,563",-0.73,0
23-May-19,HUBLINE,2nd Quarter Report,"24,552",452,0.01,0
23-May-19,GUH,1st Quarter Report,"80,974",400,0.14,0
23-May-19,KNM,1st Quarter Report,"363,379","18,438",0.79,0
23-May-19,UEMS,1st Quarter Report,"419,256","30,097",0.66,0
23-May-19,GESHEN,1st Quarter Report,"34,266","-3,619",-4.7,0
23-May-19,AJI,4th Quarter Report,"119,482","11,824",19.45,47
23-May-19,JTIASA,3rd Quarter Report,"115,703","-125,314",-12.95,0
23-May-19,GFM,1st Quarter Report,"42,438","5,529",1.17,0
23-May-19,KGB,1st Quarter Report,"76,407","4,843",1.73,0.8
23-May-19,SCICOM,3rd Quarter Report,"40,562","4,083",1.15,1
23-May-19,AHEALTH,1st Quarter Report,"178,229","11,399",9.71,0
23-May-19,BPLANT,1st Quarter Report,"134,912","-16,199",-0.72,1
23-May-19,PARAMON,1st Quarter Report,"191,444","6,165",1.44,0
23-May-19,LIIHEN,1st Quarter Report,"203,295","17,249",9.58,3.5
23-May-19,FAJAR,3rd Quarter Report,"70,404","-8,221",-2.21,0
23-May-19,FIMACOR,4th Quarter Report,"69,762","7,869",3.27,7.5
23-May-19,CSCENIC,1st Quarter Report,"15,592","2,006",1.66,0
23-May-19,UOAREIT,1st Quarter Report,"19,614","10,532",2.49,2.21
23-May-19,HIL,1st Quarter Report,"35,550","1,522",0.46,0
23-May-19,PGLOBE,4th Quarter Report,"18,980","-1,568",-0.84,0
23-May-19,APB,2nd Quarter Report,"10,216","-2,573",-2.32,0
23-May-19,HEKTAR,1st Quarter Report,"33,349","8,914",1.93,1.93
23-May-19,MILUX,1st Quarter Report,"15,553",-711,-1.31,0
23-May-19,HSL,1st Quarter Report,"146,719","14,088",2.56,0
23-May-19,BIMB,1st Quarter Report,"1,183,212","202,516",11.63,0
23-May-19,CHINHIN,1st Quarter Report,"242,680","4,439",0.81,0
23-May-19,MSM,1st Quarter Report,"485,617","-7,058",-1,0
22-May-19,DAYANG,1st Quarter Report,"156,408","-4,135",-0.43,0
22-May-19,P&O,2nd Quarter Report,"85,543","-1,978",-0.73,1.25
21-May-19,SERSOL,1st Quarter Report,"3,333",-170,-0.09,0
21-May-19,SUNWAY,1st Quarter Report,"1,123,609","136,412",2.7,0
21-May-19,TIMWELL,1st Quarter Report,"5,154",349,0.39,2
21-May-19,IOICORP,3rd Quarter Report,"1,891,100","245,800",3.91,0
21-May-19,ELKDESA,4th Quarter Report,"32,464","8,512",2.87,3.5
21-May-19,KSSC,1st Quarter Report,"21,714",-742,-0.77,0
21-May-19,POS,4th Quarter Report,"594,679","-141,129",-18.03,0
21-May-19,DNEX,1st Quarter Report,"68,949","11,933",0.68,0
21-May-19,G3,1st Quarter Report,"6,086","-2,361",-0.57,0
21-May-19,PESONA,1st Quarter Report,"123,500","3,203",0.46,0
21-May-19,SMISCOR,1st Quarter Report,"30,960","3,817",9.05,0
21-May-19,LTKM,4th Quarter Report,"55,978","5,488",4.22,0
21-May-19,MATANG,3rd Quarter Report,"2,695",586,0.03,0
21-May-19,DWL,3rd Quarter Report,"2,717","-1,495",-0.75,0
21-May-19,REX,3rd Quarter Report,"29,572","-3,230",-1.31,0
21-May-19,PERDANA,1st Quarter Report,"25,702","-32,941",-4.23,0
21-May-19,BOXPAK,1st Quarter Report,"149,898","-6,454",-5.38,0
21-May-19,COCOLND,1st Quarter Report,"65,569","8,418",3.68,0
21-May-19,UMW,1st Quarter Report,"2,774,803","86,502",7.4,0
21-May-19,VELESTO,1st Quarter Report,"127,029","-22,219",-0.27,0
21-May-19,KRONO,1st Quarter Report,"32,500","3,690",0.93,2
21-May-19,CCM,1st Quarter Report,"96,975","6,245",3.72,0
21-May-19,SOP,1st Quarter Report,"742,065","8,347",1.46,0
21-May-19,RALCO,1st Quarter Report,"14,550","-2,013",-4.36,0
21-May-19,MJPERAK,1st Quarter Report,914,"-3,380",-1.32,0
21-May-19,APPASIA,1st Quarter Report,"12,643",-161,-0.05,0
21-May-19,UPA,1st Quarter Report,"29,829",-627,-0.81,0
21-May-19,KKB,1st Quarter Report,"117,759","3,160",1.23,0
21-May-19,DPHARMA,1st Quarter Report,"150,386","14,465",2.19,0
21-May-19,OWG,3rd Quarter Report,"29,264","-5,485",-2.01,0
21-May-19,SEALINK,1st Quarter Report,"7,040","-9,528",-1.91,0
21-May-19,SAM,4th Quarter Report,"195,761","22,444",16.6,0
21-May-19,GUNUNG,1st Quarter Report,"4,637","-1,252",-0.5,0
17-May-19,GBGAQRS,1st Quarter Report,"86,346","11,256",2.31,0
17-May-19,IMASPRO,3rd Quarter Report,"17,455",-766,-0.96,0
17-May-19,SURIA,1st Quarter Report,"69,325","15,683",4.54,0
17-May-19,KOTRA,3rd Quarter Report,"40,729","5,167",3.71,0
17-May-19,OIB,3rd Quarter Report,"67,498","6,609",4.27,0
17-May-19,LYSAGHT,1st Quarter Report,"16,786","2,339",5.63,0
17-May-19,TOMYPAK,1st Quarter Report,"34,388","-2,866",-0.68,0
17-May-19,SWKPLNT,1st Quarter Report,"69,402","4,656",1.67,0.05
17-May-19,KOBAY,3rd Quarter Report,"38,704","4,618",4.52,0
17-May-19,RHONEMA,1st Quarter Report,"29,389","2,258",1.25,0
17-May-19,N2N,1st Quarter Report,"27,248","5,589",1.04,0
17-May-19,LIENHOE,1st Quarter Report,"5,955","-8,714",-2.6,0
17-May-19,ILB,1st Quarter Report,"6,635","-2,545",-1.3,0
16-May-19,GOODWAY,3rd Quarter Report,"10,113","-5,319",-4.81,0
16-May-19,GETS,3rd Quarter Report,"5,844","-1,835",-1.46,0
16-May-19,TROP,1st Quarter Report,"209,769","46,064",3.21,2.78
16-May-19,AAX,1st Quarter Report,"1,168,804","43,333",1,0
16-May-19,NOVA,3rd Quarter Report,"7,239","2,039",0.64,0
16-May-19,OSKVI,1st Quarter Report,"15,802","1,341",0.68,0
16-May-19,VSTECS,1st Quarter Report,"378,833","4,245",2.4,0
16-May-19,PHARMA,1st Quarter Report,"786,108","19,617",7.53,6
16-May-19,KAB,1st Quarter Report,"31,066","2,366",0.74,0
16-May-19,JCY,2nd Quarter Report,"258,920","-26,320",-1.28,0
16-May-19,SUNCON,1st Quarter Report,"440,035","31,018",2.4,0
16-May-19,GRANFLO,1st Quarter Report,"44,203","4,706",1,0.5
16-May-19,AEMULUS,2nd Quarter Report,"8,104",481,0.09,0
16-May-19,WARISAN,1st Quarter Report,"112,901",896,1.38,0
16-May-19,PRG,1st Quarter Report,"24,547","-4,125",-1.31,0
16-May-19,CARLSBG,1st Quarter Report,"659,921","87,603",28.65,21.5
16-May-19,STAR,1st Quarter Report,"82,566","3,540",0.48,0
16-May-19,MAGNA,1st Quarter Report,"10,087","-3,181",-0.96,0
16-May-19,FAREAST,1st Quarter Report,"91,202","7,876",1.33,0
15-May-19,TECHBND,3rd Quarter Report,"17,117","1,039",0.45,0
15-May-19,GASMSIA,1st Quarter Report,"1,715,570","41,169",3.2,0
15-May-19,3A,1st Quarter Report,"102,503","7,480",1.52,0
15-May-19,CNASIA,1st Quarter Report,"3,921",25,0.06,0
15-May-19,HSSEB,1st Quarter Report,"36,502",339,0.07,0
15-May-19,BKAWAN,2nd Quarter Report,"4,079,585","79,288",19.92,15
15-May-19,THETA,1st Quarter Report,"7,919","-3,727",-3.48,0
15-May-19,PENTA,1st Quarter Report,"118,760","19,564",6.18,0
15-May-19,FPGROUP,3rd Quarter Report,"11,610","3,007",0.58,1
15-May-19,KLK,2nd Quarter Report,"3,941,919","142,955",13.4,15
15-May-19,GOPENG,1st Quarter Report,"1,427",718,0.27,0
15-May-19,CMSB,1st Quarter Report,"418,177","40,763",3.8,0
14-May-19,SUPERMX,3rd Quarter Report,"361,199","34,617",2.64,0
14-May-19,DBHD,1st Quarter Report,"71,294","1,797",0.56,0
14-May-19,TCHONG,1st Quarter Report,"1,080,605","15,981",2.45,0
14-May-19,DIALOG,3rd Quarter Report,"636,608","143,706",2.55,1.5
14-May-19,FIAMMA,2nd Quarter Report,"79,643","6,000",1.19,0
14-May-19,DAIBOCI,Other,"110,821","1,546",0.47,0
14-May-19,AHP,1st Quarter Report,"7,527","3,129",1.42,0
14-May-19,HHGROUP,1st Quarter Report,"23,672",224,0.07,0
14-May-19,HUPSENG,1st Quarter Report,"75,400","10,095",1.26,0
13-May-19,LHI,1st Quarter Report,"1,506,371","60,581",1.78,0
13-May-19,TOMEI,1st Quarter Report,"143,332","2,866",2.07,0
13-May-19,AYER,1st Quarter Report,"13,175","2,839",3.79,0
13-May-19,WASEONG,1st Quarter Report,"683,755","20,201",2.62,0
10-May-19,MHC,1st Quarter Report,"74,863","1,255",0.64,0
9-May-19,SUPREME,1st Quarter Report,"70,370","3,778",3.15,1.67
9-May-19,MQREIT,1st Quarter Report,"41,719","19,408",1.81,0
9-May-19,JAKS,1st Quarter Report,"297,798","28,616",5.04,0
9-May-19,SPSETIA,1st Quarter Report,"864,907","52,828",1.33,0
9-May-19,TEOSENG,1st Quarter Report,"150,517","22,089",7.37,3
8-May-19,KHEESAN,Other,"62,611",567,0.55,0
8-May-19,KHEESAN,Other,"54,218","1,484",1.43,0
8-May-19,KHEESAN,Other,"42,973","1,165",1.12,0
8-May-19,KHEESAN,2nd Quarter Report,"34,895","1,282",1.23,1
8-May-19,KHEESAN,1st Quarter Report,"36,499","1,296",1.25,0
8-May-19,KHEESAN,1st Quarter Report,"33,325",833,0.8,0
8-May-19,KHEESAN,3rd Quarter Report,"33,496",341,0.33,0
8-May-19,KHEESAN,2nd Quarter Report,"35,732",801,0.77,1
8-May-19,KHEESAN,4th Quarter Report,"37,954","1,023",0.98,0
8-May-19,KHEESAN,3rd Quarter Report,"27,649","1,220",1.17,0
8-May-19,TIENWAH,1st Quarter Report,"87,743","-3,675",-2.54,0
8-May-19,GCE,1st Quarter Report,"4,576","-2,709",-1.38,0
8-May-19,CEPAT,1st Quarter Report,"52,398","2,440",0.79,0
7-May-19,HARTA,4th Quarter Report,"683,889","91,360",2.75,1.9
7-May-19,PENERGY,1st Quarter Report,"111,854","1,715",0.53,0
7-May-19,DUFU,1st Quarter Report,"49,351","4,174",1.7,0
7-May-19,KLCC,1st Quarter Report,"353,446","183,958",10.19,8.8
3-May-19,MSPORTS,Other,0,-43,-0.01,0
3-May-19,SLP,1st Quarter Report,"43,083","5,157",1.63,1
3-May-19,RGTBHD,3rd Quarter Report,"25,620","1,633",0.28,0
3-May-19,MSC,1st Quarter Report,"307,446","8,601",2.2,0
2-May-19,WILLOW,1st Quarter Report,"29,161","4,576",0.94,0
2-May-19,RANHILL,1st Quarter Report,"405,051","21,367",2.41,0
2-May-19,SUNREIT,3rd Quarter Report,"151,499","68,914",2.34,2.58
2-May-19,IMPIANA,1st Quarter Report,"2,771",117,0.02,0
30-Apr-19,EDUSPEC,Other,"5,673",854,0.08,0
30-Apr-19,ATRIUM,1st Quarter Report,"4,913","2,486",2.04,1.4
30-Apr-19,GTRONIC,1st Quarter Report,"44,047","3,092",0.46,3
30-Apr-19,ECOHLDS,3rd Quarter Report,"18,915",-264,-0.16,0
30-Apr-19,PLB,2nd Quarter Report,"110,728","1,852",1.65,0
30-Apr-19,SUIWAH,3rd Quarter Report,"110,322","-1,225",-2.14,0
30-Apr-19,TASEK,1st Quarter Report,"137,264","-10,420",-8.62,0
30-Apr-19,ARBB,1st Quarter Report,"12,427","5,076",4.56,0
30-Apr-19,LUXCHEM,1st Quarter Report,"202,449","9,599",1.11,0
29-Apr-19,SASBADI,2nd Quarter Report,"24,327","3,629",0.87,0
29-Apr-19,CHINTEK,2nd Quarter Report,"29,438","8,549",9.36,0
29-Apr-19,F&N,2nd Quarter Report,"1,025,444","104,427",28.5,27
29-Apr-19,UCREST,3rd Quarter Report,"7,199","2,450",0.53,0
29-Apr-19,KEYASIC,3rd Quarter Report,"5,048",-853,-0.09,0
